axis,left_entry,right_entry,left_value,right_value,fixed_coordinate_1,fixed_coordinate_2,delta_ms,Delta_ms,b_s_mm2,correlation
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,2000.0,0.4154724562060599
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,2500.0,0.5404853587109878
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,3000.0,0.5734942151490984
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,3500.0,0.5480856655822797
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,4000.0,0.5471697853627489
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,4500.0,0.6173396298847031
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,5000.0,0.6915912027874519
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,5500.0,0.7336831288752319
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,6000.0,0.7538403843113813
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,6500.0,0.7657680690832104
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,7000.0,0.7792644039626598
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,7500.0,0.7976577621265161
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,8000.0,0.813234971516824
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,8500.0,0.8099937145883054
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,9000.0,0.7655176698187659
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,9500.0,0.650819822430864
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,10000.0,0.46773911680069413
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,10500.0,0.2549101974392302
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,11000.0,0.04647912948257862
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,11500.0,-0.12855375137022693
k_io,23,24,20.0,130.0,71535.22183749687,13.50608274053837,5.0,15.0,12000.0,-0.24753978946866517
